Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Is_Partnered,Education_Level,Tenure_days,Age,TotalMntSpent,Age_group,Is_Partnered_num,Cluster
1989,2n Cycle,Married,59060.0,1,0,2014-01-11,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,Partnered,Postgraduate,169,25,274,Young Adult (<30),1,1
1962,PhD,Single,27238.0,1,1,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,NotPartnered,Postgraduate,435,52,57,Senior Adult (>45),0,0
1965,Graduation,Together,47009.0,0,1,2013-10-01,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,Partnered,Bachelors,271,49,448,Senior Adult (>45),1,2
1973,2n Cycle,Married,46094.0,1,1,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,19,41,44,Adult (30-45),1,0
1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,Partnered,Bachelors,335,42,102,Adult (30-45),1,0
1984,Graduation,Together,37235.0,1,0,2014-02-01,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,Partnered,Bachelors,148,30,61,Adult (30-45),1,1
1960,Master,Married,81843.0,0,0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,Partnered,Postgraduate,433,54,1643,Senior Adult (>45),1,3
1958,Master,Together,46692.0,0,1,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,Partnered,Postgraduate,388,56,397,Senior Adult (>45),1,2
1968,Graduation,Together,77382.0,0,1,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,Partnered,Bachelors,173,46,1121,Senior Adult (>45),1,2
1977,Graduation,Single,37774.0,2,0,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,NotPartnered,Bachelors,664,37,473,Adult (30-45),0,1
1974,Basic,Married,18393.0,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,Partnered,Low_Level,92,40,50,Adult (30-45),1,1
1962,Master,Married,72828.0,0,1,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,Partnered,Postgraduate,500,52,1678,Senior Adult (>45),1,2
1982,Graduation,Married,24711.0,0,0,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,Partnered,Bachelors,72,32,58,Adult (30-45),1,1
1975,PhD,Married,45503.0,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,Partnered,Postgraduate,277,39,170,Adult (30-45),1,1
1982,Master,Single,6560.0,0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,NotPartnered,Postgraduate,199,32,373,Adult (30-45),0,1
1945,PhD,Together,71604.0,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,Partnered,Postgraduate,224,69,1196,Senior Adult (>45),1,3
1979,Graduation,Married,27244.0,1,0,2014-03-07,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,Partnered,Bachelors,114,35,101,Adult (30-45),1,1
1969,Graduation,Married,48752.0,1,1,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,Partnered,Bachelors,564,45,316,Senior Adult (>45),1,0
1962,Graduation,Married,71434.0,0,1,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,Partnered,Bachelors,284,52,1400,Senior Adult (>45),1,2
1948,Graduation,Single,90842.0,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,NotPartnered,Bachelors,335,66,1424,Senior Adult (>45),0,3
1978,Master,Married,88097.0,1,0,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,Partnered,Postgraduate,680,36,844,Adult (30-45),1,3
1975,Graduation,Married,51948.0,0,1,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,Partnered,Bachelors,285,39,311,Adult (30-45),1,2
1982,Graduation,Together,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,Partnered,Bachelors,417,32,1149,Adult (30-45),1,3
1983,Master,Married,35876.0,0,0,2014-04-20,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,Partnered,Postgraduate,70,31,129,Adult (30-45),1,1
1952,Graduation,Widow,40049.0,0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,256,62,32,Senior Adult (>45),0,2
1982,Graduation,Single,39660.0,1,0,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,NotPartnered,Bachelors,690,32,299,Adult (30-45),0,1
1962,Graduation,Together,50127.0,0,1,2014-05-29,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,Partnered,Bachelors,31,52,320,Senior Adult (>45),1,2
1977,Master,Married,43263.0,0,1,2012-11-21,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,Partnered,Postgraduate,585,37,441,Adult (30-45),1,2
1949,Master,Married,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,Partnered,Postgraduate,636,65,1178,Senior Adult (>45),1,2
1990,Graduation,Married,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,Partnered,Bachelors,498,24,85,Young Adult (<30),1,1
1982,Basic,Single,24367.0,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,NotPartnered,Low_Level,466,32,24,Adult (30-45),0,1
1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,494,39,112,Adult (30-45),0,1
1959,2n Cycle,Married,26887.0,0,1,2013-02-10,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,Partnered,Postgraduate,504,55,30,Senior Adult (>45),1,2
1983,PhD,Married,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,Partnered,Postgraduate,374,31,410,Adult (30-45),1,1
1976,Graduation,Together,62061.0,0,1,2013-08-31,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,Partnered,Bachelors,302,38,800,Adult (30-45),1,2
1962,PhD,Divorced,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,NotPartnered,Postgraduate,422,52,1313,Senior Adult (>45),0,3
1956,PhD,Together,76542.0,0,0,2013-03-30,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,Partnered,Postgraduate,456,58,1483,Senior Adult (>45),1,3
1993,Graduation,Single,70515.0,0,0,2013-10-21,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,NotPartnered,Bachelors,251,21,1258,Young Adult (<30),0,3
1987,Graduation,Together,18227.0,1,0,2012-11-08,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,Partnered,Bachelors,598,27,28,Young Adult (<30),1,1
1965,Graduation,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,Partnered,Bachelors,153,49,227,Senior Adult (>45),1,2
1982,Graduation,Married,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,Partnered,Bachelors,597,32,1555,Adult (30-45),1,3
1962,Graduation,Single,69627.0,0,1,2013-03-17,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,NotPartnered,Bachelors,469,52,861,Senior Adult (>45),0,2
1978,Graduation,Married,38136.0,1,0,2013-04-22,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,Partnered,Bachelors,433,36,103,Adult (30-45),1,1
1946,PhD,Single,62159.0,0,0,2014-04-28,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,NotPartnered,Postgraduate,62,68,634,Senior Adult (>45),0,3
1963,Graduation,Single,80695.0,0,0,2013-12-29,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,NotPartnered,Bachelors,182,51,1918,Senior Adult (>45),0,3
1971,Master,Single,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,NotPartnered,Postgraduate,268,43,131,Adult (30-45),0,0
1968,Graduation,Together,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,Partnered,Bachelors,641,46,586,Senior Adult (>45),1,0
1992,Basic,Married,17256.0,1,0,2013-11-23,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,Partnered,Low_Level,218,22,62,Young Adult (<30),1,1
1974,Graduation,Divorced,53034.0,1,1,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,NotPartnered,Bachelors,395,40,447,Adult (30-45),0,0
1950,2n Cycle,Together,52203.0,0,0,2012-07-31,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,Partnered,Postgraduate,698,64,939,Senior Adult (>45),1,2
1977,2n Cycle,Divorced,59601.0,0,1,2013-07-25,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,NotPartnered,Postgraduate,339,37,797,Adult (30-45),0,2
1958,Master,Single,75154.0,0,1,2012-09-04,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,NotPartnered,Postgraduate,663,56,1143,Senior Adult (>45),0,2
1976,Graduation,Single,47025.0,0,1,2013-11-07,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,234,38,415,Adult (30-45),0,2
1973,Graduation,Married,37971.0,1,0,2013-11-25,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,Partnered,Bachelors,216,41,30,Adult (30-45),1,1
1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,185,46,187,Senior Adult (>45),0,1
1958,Graduation,Married,67267.0,0,1,2014-05-13,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,Partnered,Bachelors,47,56,251,Senior Adult (>45),1,2
1975,Graduation,Single,57338.0,0,1,2014-04-29,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,NotPartnered,Bachelors,61,39,237,Adult (30-45),0,2
1960,2n Cycle,Together,50523.0,1,1,2013-12-25,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,Partnered,Postgraduate,186,54,91,Senior Adult (>45),1,0
1965,Master,Single,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,NotPartnered,Postgraduate,419,49,35,Senior Adult (>45),0,0
1960,PhD,Divorced,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,NotPartnered,Postgraduate,633,54,493,Senior Adult (>45),0,2
1969,PhD,Married,56242.0,0,1,2013-03-03,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,Partnered,Postgraduate,483,45,971,Senior Adult (>45),1,2
1960,Graduation,Single,48904.0,0,1,2012-12-02,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,NotPartnered,Bachelors,574,54,371,Senior Adult (>45),0,2
1975,Graduation,Single,56243.0,1,2,2013-12-30,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,NotPartnered,Bachelors,181,39,396,Adult (30-45),0,0
1985,Graduation,Married,21355.0,1,0,2013-08-20,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,Partnered,Bachelors,313,29,68,Young Adult (<30),1,1
1971,Master,Together,57420.0,0,1,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,Partnered,Postgraduate,369,43,322,Adult (30-45),1,2
1955,Master,Divorced,46390.0,0,1,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,55,59,222,Senior Adult (>45),0,2
1956,2n Cycle,Together,54342.0,1,1,2013-07-03,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,Partnered,Postgraduate,361,58,177,Senior Adult (>45),1,0
1973,Graduation,Married,20895.0,1,0,2012-10-06,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,Partnered,Bachelors,631,41,45,Adult (30-45),1,1
1948,Graduation,Married,92344.0,0,0,2014-01-15,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,Partnered,Bachelors,165,66,1899,Senior Adult (>45),1,3
1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,313,38,22,Adult (30-45),1,0
1980,Graduation,Together,44964.0,1,1,2012-12-16,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,Partnered,Bachelors,560,34,41,Adult (30-45),1,0
1979,Graduation,Together,75507.0,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,Partnered,Bachelors,58,35,1440,Adult (30-45),1,3
1972,Master,Married,53761.0,1,1,2013-10-11,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,Partnered,Postgraduate,261,42,325,Adult (30-45),1,0
1973,Graduation,Together,22682.0,1,0,2013-10-03,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,Partnered,Bachelors,269,41,95,Adult (30-45),1,1
1972,PhD,Together,38887.0,1,0,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,119,42,42,Adult (30-45),1,1
1975,2n Cycle,Single,41658.0,1,1,2012-11-09,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,NotPartnered,Postgraduate,597,39,72,Adult (30-45),0,0
1972,PhD,Married,29791.0,1,0,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,Partnered,Postgraduate,45,42,20,Adult (30-45),1,1
1956,Master,Married,63915.0,0,2,2013-07-30,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,Partnered,Postgraduate,334,58,789,Senior Adult (>45),1,2
1974,Graduation,Divorced,39996.0,1,1,2014-05-22,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,38,40,15,Adult (30-45),0,0
1972,Graduation,Divorced,26759.0,1,0,2014-02-07,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,142,42,59,Adult (30-45),0,1
1968,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,NotPartnered,Postgraduate,434,46,908,Senior Adult (>45),0,2
1969,PhD,Married,51039.0,1,1,2012-12-10,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,Partnered,Postgraduate,566,45,417,Senior Adult (>45),1,0
1961,Graduation,Married,60544.0,1,1,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,Partnered,Bachelors,673,53,289,Senior Adult (>45),1,0
1972,Graduation,Married,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,Partnered,Bachelors,92,42,769,Adult (30-45),1,2
1953,Graduation,Married,37716.0,0,1,2014-04-21,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,Partnered,Bachelors,69,61,188,Senior Adult (>45),1,2
1957,Graduation,Single,36864.0,0,1,2012-08-13,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,NotPartnered,Bachelors,685,57,354,Senior Adult (>45),0,2
1970,Master,Married,44511.0,1,0,2012-10-12,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,Partnered,Postgraduate,625,44,727,Adult (30-45),1,1
1967,PhD,Married,36947.0,1,1,2012-08-07,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,Partnered,Postgraduate,691,47,146,Senior Adult (>45),1,0
1951,Master,Together,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,Partnered,Postgraduate,444,63,319,Senior Adult (>45),1,2
1953,Master,Married,67087.0,0,1,2013-12-17,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,Partnered,Postgraduate,194,61,794,Senior Adult (>45),1,2
1950,Graduation,Married,57045.0,0,1,2012-09-08,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,Partnered,Bachelors,659,64,454,Senior Adult (>45),1,2
1953,PhD,Divorced,36957.0,1,1,2012-09-06,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,NotPartnered,Postgraduate,661,61,152,Senior Adult (>45),0,0
1977,PhD,Married,69389.0,0,1,2012-09-28,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,Partnered,Postgraduate,639,37,797,Adult (30-45),1,2
1972,Graduation,Married,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,Partnered,Bachelors,405,42,1690,Adult (30-45),1,3
1969,Master,Married,43142.0,1,1,2014-02-18,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,Partnered,Postgraduate,131,45,20,Senior Adult (>45),1,0
1944,Graduation,Married,80589.0,0,0,2014-01-22,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,Partnered,Bachelors,158,70,1428,Senior Adult (>45),1,3
1990,Graduation,Single,34412.0,1,0,2013-02-13,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,NotPartnered,Bachelors,501,24,209,Young Adult (<30),0,1
1979,Graduation,Single,57537.0,1,0,2013-06-10,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,NotPartnered,Bachelors,384,35,545,Adult (30-45),0,1
1966,Basic,Together,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,Partnered,Low_Level,529,48,96,Senior Adult (>45),1,1
1948,Graduation,Together,51315.0,0,0,2014-02-23,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,Partnered,Bachelors,126,66,222,Senior Adult (>45),1,2
1972,Graduation,Married,36026.0,2,1,2014-03-16,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,Partnered,Bachelors,105,42,61,Adult (30-45),1,0
1973,Graduation,Married,24639.0,1,1,2014-01-28,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,Partnered,Bachelors,152,41,44,Adult (30-45),1,0
1972,PhD,Together,34578.0,2,1,2014-04-11,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,Partnered,Postgraduate,79,42,8,Adult (30-45),1,0
1972,2n Cycle,Single,65704.0,0,0,2013-10-13,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,NotPartnered,Postgraduate,259,42,817,Adult (30-45),0,3
1966,Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,NotPartnered,Bachelors,595,48,1371,Senior Adult (>45),0,2
1969,PhD,Together,54132.0,0,1,2014-02-16,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,133,45,42,Senior Adult (>45),1,2
1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,Partnered,Bachelors,548,55,60,Senior Adult (>45),1,1
1970,Graduation,Married,28164.0,1,0,2013-05-04,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,Partnered,Bachelors,421,44,78,Adult (30-45),1,1
1974,PhD,Married,34596.0,1,0,2013-04-13,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,Partnered,Postgraduate,442,40,23,Adult (30-45),1,1
1972,PhD,Married,43269.0,1,0,2013-09-16,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,Partnered,Postgraduate,286,42,19,Adult (30-45),1,1
1958,2n Cycle,Single,38741.0,1,1,2014-03-30,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,91,56,61,Senior Adult (>45),0,0
1972,Graduation,Single,31907.0,0,0,2013-03-04,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,NotPartnered,Bachelors,482,42,449,Adult (30-45),0,1
1983,Master,Married,27100.0,1,0,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,450,31,37,Adult (30-45),1,1
1973,2n Cycle,Divorced,31163.0,1,0,2014-02-13,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,NotPartnered,Postgraduate,136,41,38,Adult (30-45),0,1
1985,Graduation,Married,92533.0,0,0,2013-12-19,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,Partnered,Bachelors,192,29,1131,Young Adult (<30),1,3
1973,Graduation,Single,34853.0,1,1,2013-12-23,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,188,41,34,Adult (30-45),0,0
1967,Graduation,Divorced,70844.0,1,1,2013-10-30,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,NotPartnered,Bachelors,242,47,294,Senior Adult (>45),0,0
1979,2n Cycle,Married,31086.0,1,1,2013-05-04,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,Partnered,Postgraduate,421,35,48,Adult (30-45),1,0
1961,Graduation,Married,60544.0,1,1,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,Partnered,Bachelors,673,53,289,Senior Adult (>45),1,0
1986,2n Cycle,Together,20491.0,0,0,2013-01-25,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,Partnered,Postgraduate,520,28,30,Young Adult (<30),1,1
1964,Graduation,Married,42523.0,0,0,2014-04-23,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,Partnered,Bachelors,67,50,125,Senior Adult (>45),1,1
1983,Graduation,Married,39922.0,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,Partnered,Bachelors,500,31,156,Adult (30-45),1,1
1952,Graduation,Together,33402.0,1,1,2013-07-18,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,Partnered,Bachelors,346,62,70,Senior Adult (>45),1,0
1949,Master,Married,36408.0,1,1,2013-09-21,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,Partnered,Postgraduate,281,65,22,Senior Adult (>45),1,0
1979,Graduation,Together,21645.0,1,0,2012-09-03,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,Partnered,Bachelors,664,35,65,Adult (30-45),1,1
1948,Master,Widow,78427.0,0,0,2012-10-24,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,NotPartnered,Postgraduate,613,66,1930,Senior Adult (>45),0,3
1946,Graduation,Together,82657.0,0,0,2013-09-27,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,Partnered,Bachelors,275,68,2283,Senior Adult (>45),1,3
1958,Graduation,Married,51876.0,0,0,2013-10-15,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,Partnered,Bachelors,257,56,310,Senior Adult (>45),1,2
1971,2n Cycle,Married,78041.0,0,0,2012-12-16,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,Partnered,Postgraduate,560,43,1319,Adult (30-45),1,3
1957,Graduation,Married,52852.0,0,1,2012-12-01,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,Partnered,Bachelors,575,57,879,Senior Adult (>45),1,2
1982,PhD,Together,70038.0,0,0,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,Partnered,Postgraduate,247,32,1244,Adult (30-45),1,3
1973,2n Cycle,Together,69401.0,0,1,2014-03-23,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,Partnered,Postgraduate,98,41,690,Adult (30-45),1,2
1972,Graduation,Together,46053.0,1,0,2013-02-17,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,Partnered,Bachelors,497,42,209,Adult (30-45),1,1
1965,Graduation,Married,77343.0,0,0,2014-06-09,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,Partnered,Bachelors,20,49,1134,Senior Adult (>45),1,3
1953,Graduation,Single,73892.0,0,0,2013-11-13,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,NotPartnered,Bachelors,228,61,1507,Senior Adult (>45),0,3
1967,PhD,Single,40304.0,1,0,2013-09-30,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,272,47,57,Senior Adult (>45),0,1
1965,PhD,Together,32727.0,0,0,2012-08-28,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,Partnered,Postgraduate,670,49,529,Senior Adult (>45),1,1
1969,Graduation,Together,68695.0,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,Partnered,Bachelors,4,45,1091,Senior Adult (>45),1,3
1971,Graduation,Divorced,43300.0,0,1,2012-10-13,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,NotPartnered,Bachelors,624,43,180,Adult (30-45),0,2
1972,Graduation,Together,26290.0,1,1,2013-01-12,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,Partnered,Bachelors,533,42,77,Adult (30-45),1,0
1970,Graduation,Single,93790.0,0,0,2014-02-12,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1,NotPartnered,Bachelors,137,44,2349,Adult (30-45),0,3
1974,PhD,Married,38410.0,0,0,2012-09-14,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,Partnered,Postgraduate,653,40,534,Adult (30-45),1,1
